"start" "end" "width" "strand" "gene"
"6417" 7028165 7028854 690 "-" "SCO6366"
"6418" 7028841 7029578 738 "-" "SCO6367"
"6419" 7029575 7030195 621 "-" "SCO6368"
"6420" 7030354 7031664 1311 "+" "SCO6369"
"6421" 7031672 7032706 1035 "-" "SCO6370"
"6422" 7032798 7033637 840 "+" "SCO6371"
"6423" 7033729 7033962 234 "+" "SCO6372"
"6424" 7034266 7035663 1398 "-" "SCO6373"
"6425" 7035788 7037224 1437 "-" "SCO6374"
"6426" 7037737 7038399 663 "-" "SCO6375"
"6427" 7038757 7039656 900 "+" "SCO6376"
"6428" 7039699 7041054 1356 "-" "SCO6377"
"6429" 7041611 7041910 300 "-" "SCO6378"
"6430" 7042054 7042737 684 "-" "SCO6379"
"6431" 7043084 7043440 357 "-" "SCO6380"
"6432" 7043724 7045067 1344 "-" "SCO6381"
"6433" 7046618 7047526 909 "+" "SCO6382"
"6434" 7048443 7049126 684 "-" "SCO6383"
"6435" 7049382 7051151 1770 "-" "SCO6384"
"6436" 7051526 7053460 1935 "-" "SCO6385"
"6437" 7053632 7054015 384 "+" "SCO6386"
"6438" 7054118 7054684 567 "+" "SCO6387"
"6439" 7054965 7055324 360 "-" "SCO6388"
"6440" 7055321 7055713 393 "-" "SCO6389"
"6441" 7056189 7057292 1104 "+" "SCO6390"
"6442" 7057809 7059026 1218 "+" "SCO6391"
"6443" 7059104 7060243 1140 "-" "SCO6392"
"6444" 7060375 7061838 1464 "+" "SCO6393"
"6445" 7061835 7062605 771 "+" "SCO6394"
"6446" 7063063 7063590 528 "+" "SCO6395"
"6447" 7064529 7065221 693 "+" "SCO6395"
"6448" 7063621 7064501 881 "+" "SCO6396"
"6449" 7065214 7065729 516 "-" "SCO6399"
"6450" 7066309 7067553 1245 "+" "SCO6400"
"6451" 7067605 7068132 528 "-" "SCO6401"
"6452" 7067650 7068003 354 "+" "SCO6402"
"6453" 7068218 7068598 381 "-" "SCO6403"
"6454" 7069255 7069434 180 "+" "SCO6404"
"6455" 7069508 7071526 2019 "+" "SCO6405"
"6456" 7071396 7071791 396 "-" "SCO6406"
"6457" 7071944 7073755 1812 "+" "SCO6407"
"6458" 7073756 7076284 2529 "-" "SCO6408"
"6459" 7076437 7077213 777 "-" "SCO6409"
"6460" 7077312 7077563 252 "+" "SCO6410"
"6461" 7077746 7078588 843 "+" "SCO6411"
"6462" 7078585 7079868 1284 "+" "SCO6412"
"6463" 7079908 7081521 1614 "+" "SCO6413"
"6464" 7081657 7082499 843 "+" "SCO6414"
"6465" 7082535 7083938 1404 "+" "SCO6415"
"6466" 7083950 7084972 1023 "+" "SCO6416"
"6467" 7085067 7086635 1569 "+" "SCO6417"
"6468" 7086736 7088364 1629 "-" "SCO6418"
"6469" 7088518 7089174 657 "-" "SCO6419"
"6470" 7089432 7090445 1014 "-" "SCO6420"
"6471" 7090613 7091761 1149 "+" "SCO6421"
"6472" 7091758 7092432 675 "+" "SCO6422"
"6473" 7092451 7093617 1167 "-" "SCO6423"
"6474" 7093614 7094609 996 "-" "SCO6424"
"6475" 7094757 7095527 771 "+" "SCO6425"
"6476" 7095676 7096188 513 "+" "SCO6426"
"6477" 7096185 7097480 1296 "+" "SCO6427"
"6478" 7097567 7104511 6945 "-" "SCO6428"
"6479" 7104902 7106290 1389 "+" "SCO6429"
"6480" 7106284 7108176 1893 "+" "SCO6430"
"6481" 7108264 7111779 3516 "+" "SCO6431"
"6482" 7111866 7116089 4224 "+" "SCO6432"
"6483" 7116086 7116493 408 "+" "SCO6433"
"6484" 7116513 7117874 1362 "+" "SCO6434"
"6485" 7117871 7118257 387 "+" "SCO6435"
"6486" 7118254 7119774 1521 "+" "SCO6436"
"6487" 7119848 7121122 1275 "+" "SCO6437"
"6488" 7121125 7122447 1323 "+" "SCO6438"
"6489" 7122416 7122904 489 "-" "SCO6439"
"6490" 7123131 7123883 753 "+" "SCO6440"
"6491" 7123886 7125292 1407 "+" "SCO6441"
"6492" 7125293 7126396 1104 "+" "SCO6442"
"6493" 7126477 7127388 912 "+" "SCO6443"
"6494" 7127464 7129407 1944 "+" "SCO6444"
"6495" 7129505 7130350 846 "+" "SCO6445"
"6496" 7130387 7131346 960 "+" "SCO6446"
"6497" 7131401 7132141 741 "-" "SCO6447"
"6498" 7132189 7133130 942 "+" "SCO6448"
"6499" 7133229 7134647 1419 "+" "SCO6449"
"6500" 7134644 7135153 510 "+" "SCO6450"
"6501" 7135277 7136905 1629 "+" "SCO6451"
"6502" 7136902 7137906 1005 "+" "SCO6452"
"6503" 7137903 7138841 939 "+" "SCO6453"
"6504" 7138838 7139845 1008 "+" "SCO6454"
"6505" 7139838 7140506 669 "+" "SCO6455"
"6506" 7140529 7141923 1395 "-" "SCO6456"
"6507" 7142206 7146129 3924 "+" "SCO6457"
"6508" 7146169 7147047 879 "+" "SCO6458"
"6509" 7147028 7147390 363 "-" "SCO6459"
"6510" 7147460 7149376 1917 "+" "SCO6460"
"6511" 7149468 7150940 1473 "+" "SCO6461"
"6512" 7151007 7151501 495 "+" "SCO6462"
"6513" 7151706 7152575 870 "+" "SCO6463"
"6514" 7152607 7153332 726 "-" "SCO6464"
"6515" 7153374 7153868 495 "-" "SCO6465"
"6516" 7154053 7155195 1143 "+" "SCO6466"
"6517" 7155465 7156247 783 "-" "SCO6467"
"6518" 7156306 7156962 657 "-" "SCO6468"
"6519" 7157133 7158338 1206 "-" "SCO6469"
"6520" 7158341 7158853 513 "-" "SCO6470"
"6521" 7158859 7159878 1020 "-" "SCO6471"
"6522" 7159875 7161902 2028 "-" "SCO6472"
"6523" 7161921 7163264 1344 "-" "SCO6473"
"6524" 7163600 7164418 819 "-" "SCO6474"
"6525" 7164555 7166360 1806 "-" "SCO6475"
"6526" 7166743 7167336 594 "+" "SCO6476"
"6527" 7167374 7167913 540 "-" "SCO6477"
"6528" 7167910 7168308 399 "-" "SCO6478"
"6529" 7168375 7169964 1590 "-" "SCO6479"
"6530" 7170144 7170443 300 "-" "SCO6480"
"6531" 7170517 7171563 1047 "-" "SCO6481"
"6532" 7171800 7172243 444 "+" "SCO6482"
"6533" 7172394 7174841 2448 "+" "SCO6483"
"6534" 7174911 7177493 2583 "+" "SCO6484"
"6535" 7177711 7178433 723 "+" "SCO6485"
"6536" 7178603 7179436 834 "+" "SCO6486"
"6537" 7179429 7180760 1332 "+" "SCO6487"
"6538" 7180803 7182770 1968 "+" "SCO6488"
"6539" 7182776 7183708 933 "+" "SCO6489"
"6540" 7183718 7184317 600 "+" "SCO6490"
"6541" 7184289 7184681 393 "-" "SCO6491"
"6542" 7184832 7186829 1998 "+" "SCO6492"
"6543" 7186861 7187208 348 "-" "SCO6493"
"6544" 7187223 7187840 618 "+" "SCO6494"
"6545" 7187926 7188888 963 "-" "SCO6495"
"6546" 7189075 7190964 1890 "+" "SCO6496"
"6547" 7190961 7192808 1848 "+" "SCO6497"
"6548" 7192805 7193764 960 "+" "SCO6498"
"6549" 7193830 7194222 393 "+" "SCO6499"
"6550" 7194294 7194728 435 "+" "SCO6500"
"6551" 7194725 7195498 774 "+" "SCO6501"
"6552" 7195503 7195766 264 "+" "SCO6502"
"6553" 7195763 7196482 720 "+" "SCO6503"
"6554" 7196479 7197609 1131 "+" "SCO6504"
"6555" 7197606 7197935 330 "+" "SCO6505"
"6556" 7197932 7198711 780 "+" "SCO6506"
"6557" 7198708 7198890 183 "+" "SCO6507"
"6558" 7198892 7199188 297 "+" "SCO6508"
"6559" 7199279 7199449 171 "-" "SCO6509"
"6560" 7199504 7200325 822 "-" "SCO6510"
"6561" 7200436 7201941 1506 "-" "SCO6511"
"6562" 7202065 7203684 1620 "+" "SCO6512"
"6563" 7203714 7204835 1122 "-" "SCO6513"
"6564" 7204898 7205176 279 "+" "SCO6514"
"6565" 7205258 7205800 543 "-" "SCO6515"
"6566" 7205826 7206224 399 "-" "SCO6516"
"6567" 7206433 7208823 2391 "+" "SCO6517"
"6568" 7208891 7209373 483 "+" "SCO6518"
"6569" 7209379 7209795 417 "+" "SCO6519"
"6570" 7210082 7210882 801 "+" "SCO6520"
"6571" 7211022 7211978 957 "+" "SCO6521"
"6572" 7212047 7213489 1443 "+" "SCO6522"
"6573" 7213486 7214526 1041 "+" "SCO6523"
"6574" 7214569 7215195 627 "-" "SCO6524"
"6575" 7215192 7215959 768 "-" "SCO6525"
"6576" 7216060 7216461 402 "+" "SCO6526"
"6577" 7216569 7218722 2154 "+" "SCO6527"
"6578" 7218804 7220228 1425 "+" "SCO6528"
"6579" 7220309 7221370 1062 "+" "SCO6529"
"6580" 7221367 7223199 1833 "+" "SCO6530"
"6581" 7223286 7223711 426 "+" "SCO6531"
"6582" 7223740 7224462 723 "-" "SCO6532"
"6583" 7224459 7224953 495 "-" "SCO6533"
"6584" 7224958 7226553 1596 "-" "SCO6534"
"6585" 7226553 7230248 3696 "-" "SCO6535"
"6586" 7230397 7231212 816 "-" "SCO6536"
"6587" 7231262 7232125 864 "-" "SCO6537"
"6588" 7232354 7232779 426 "+" "SCO6538"
"6589" 7232761 7233579 819 "-" "SCO6539"
"6590" 7233669 7233974 306 "+" "SCO6540"
"6591" 7233979 7234725 747 "+" "SCO6541"
"6592" 7234796 7236691 1896 "+" "SCO6542"
"6593" 7236695 7236940 246 "-" "SCO6543"
"6594" 7237214 7237894 681 "+" "SCO6544"
"6595" 7237887 7240559 2673 "-" "SCO6545"
"6596" 7240806 7243727 2922 "-" "SCO6546"
"6597" 7244086 7244250 165 "+" "SCO6547"
"6598" 7244247 7245986 1740 "+" "SCO6548"
"6599" 7246146 7247090 945 "+" "SCO6549"
"6600" 7247175 7247876 702 "+" "SCO6550"
"6601" 7247934 7248767 834 "-" "SCO6551"
"6602" 7248851 7250677 1827 "-" "SCO6552"
"6603" 7250906 7252420 1515 "-" "SCO6553"
"6604" 7252536 7253519 984 "+" "SCO6554"
"6605" 7253501 7254379 879 "-" "SCO6555"
"6606" 7254532 7255569 1038 "+" "SCO6556"
"6607" 7255596 7257542 1947 "-" "SCO6557"
"6608" 7257738 7258586 849 "-" "SCO6558"
"6609" 7258619 7259479 861 "-" "SCO6559"
"6610" 7259476 7261416 1941 "-" "SCO6560"
"6611" 7261448 7263376 1929 "-" "SCO6561"
"6612" 7263373 7264344 972 "-" "SCO6562"
"6613" 7264548 7265888 1341 "+" "SCO6563"
"6614" 7266172 7267122 951 "+" "SCO6564"
"6615" 7267256 7267933 678 "+" "SCO6565"
"6616" 7267996 7269378 1383 "+" "SCO6566"
"6617" 7269589 7271106 1518 "+" "SCO6567"
"6618" 7271103 7272122 1020 "+" "SCO6568"
"6619" 7272140 7273186 1047 "+" "SCO6569"
"6620" 7273272 7274564 1293 "+" "SCO6570"
"6621" 7274581 7275579 999 "+" "SCO6571"
"6622" 7275867 7279583 3717 "+" "SCO6572"
"6623" 7279753 7281006 1254 "+" "SCO6573"
"6624" 7281003 7282094 1092 "+" "SCO6574"
"6625" 7282091 7283038 948 "+" "SCO6575"
"6626" 7283052 7283789 738 "+" "SCO6576"
"6627" 7283789 7284637 849 "+" "SCO6577"
"6628" 7284641 7285816 1176 "+" "SCO6578"
"6629" 7285813 7287210 1398 "+" "SCO6579"
"6630" 7287325 7288539 1215 "+" "SCO6580"
"6631" 7288619 7290049 1431 "-" "SCO6581"
"6632" 7290122 7292266 2145 "-" "SCO6582"
"6633" 7292271 7293503 1233 "-" "SCO6583"
"6634" 7293515 7295197 1683 "-" "SCO6584"
"6635" 7295341 7296492 1152 "+" "SCO6585"
"6636" 7296507 7297433 927 "+" "SCO6586"
"6637" 7297430 7298992 1563 "+" "SCO6587"
"6638" 7299120 7300451 1332 "-" "SCO6588"
"6639" 7301063 7303123 2061 "+" "SCO6589"
"6640" 7303361 7305568 2208 "-" "SCO6590"
"6641" 7305602 7306108 507 "-" "SCO6591"
"6642" 7306230 7306619 390 "-" "SCO6592"
"6643" 7306616 7310059 3444 "-" "SCO6593"
"6644" 7310408 7312216 1809 "-" "SCO6594"
"6645" 7312483 7313565 1083 "+" "SCO6595"
"6646" 7313660 7315429 1770 "+" "SCO6596"
"6647" 7315461 7318040 2580 "+" "SCO6597"
"6648" 7318137 7319177 1041 "+" "SCO6598"
"6649" 7319193 7319846 654 "-" "SCO6599"
"6650" 7320012 7321337 1326 "-" "SCO6600"
"6651" 7321513 7322829 1317 "+" "SCO6601"
"6652" 7322891 7323919 1029 "+" "SCO6602"
"6653" 7323927 7324766 840 "+" "SCO6603"
"6654" 7324763 7326169 1407 "+" "SCO6604"
"6655" 7326284 7326469 186 "+" "SCO6605"
"6656" 7326508 7327410 903 "-" "SCO6606"
"6657" 7327541 7328326 786 "+" "SCO6607"
"6658" 7328456 7330114 1659 "+" "SCO6608"
"6659" 7330247 7331275 1029 "+" "SCO6609"
"6660" 7331426 7332799 1374 "+" "SCO6610"
"6661" 7332818 7333378 561 "-" "SCO6611"
"6662" 7333403 7334332 930 "-" "SCO6612"
"6663" 7334456 7334863 408 "+" "SCO6613"
"6664" 7335116 7336225 1110 "+" "SCO6614"
"6665" 7336237 7337439 1203 "+" "SCO6615"
"6666" 7337453 7338883 1431 "-" "SCO6616"
"6667" 7338876 7339205 330 "-" "SCO6617"
"6668" 7339269 7339949 681 "-" "SCO6618"
"6669" 7339983 7340813 831 "-" "SCO6619"
"6670" 7340945 7341376 432 "+" "SCO6620"
"6671" 7341633 7342907 1275 "+" "SCO6621"
"6672" 7343142 7345028 1887 "+" "SCO6622"
"6673" 7345061 7347256 2196 "+" "SCO6623"
"6674" 7347312 7347440 129 "-" "SCO6624"
"6675" 7347655 7348320 666 "+" "SCO6625"
"6676" 7348537 7353210 4674 "+" "SCO6626"
"6677" 7353207 7356839 3633 "+" "SCO6627"
"6678" 7356766 7357356 591 "-" "SCO6628"
"6679" 7357519 7358352 834 "+" "SCO6629"
"6680" 7358349 7358552 204 "+" "SCO6630"
"6681" 7358814 7359689 876 "+" "SCO6631"
"6682" 7359865 7360494 630 "+" "SCO6632"
"6683" 7360499 7362409 1911 "+" "SCO6633"
"6684" 7362458 7362646 189 "+" "SCO6634"
"6685" 7362943 7366827 3885 "+" "SCO6635"
"6686" 7366824 7369748 2925 "+" "SCO6636"
"6687" 7369817 7370869 1053 "-" "SCO6637"
"6688" 7370866 7372683 1818 "-" "SCO6638"
"6689" 7372859 7374208 1350 "+" "SCO6639"
"6690" 7374208 7376403 2196 "+" "SCO6640"
"6691" 7376413 7377627 1215 "-" "SCO6641"
"6692" 7377777 7378070 294 "-" "SCO6642"
"6693" 7378334 7378888 555 "+" "SCO6643"
"6694" 7378997 7380508 1512 "+" "SCO6644"
"6695" 7380512 7382317 1806 "+" "SCO6645"
"6696" 7382319 7383629 1311 "+" "SCO6646"
"6697" 7383632 7384426 795 "-" "SCO6647"
"6698" 7384536 7384874 339 "+" "SCO6648"
"6699" 7384871 7385545 675 "+" "SCO6649"
"6700" 7385660 7386058 399 "+" "SCO6650"
"6701" 7386055 7387293 1239 "+" "SCO6651"
"6702" 7387290 7388675 1386 "+" "SCO6652"
"6703" 7388672 7389874 1203 "+" "SCO6653"
"6704" 7389679 7390500 822 "-" "SCO6654"
"6705" 7390536 7391201 666 "+" "SCO6655"
"6706" 7391232 7392461 1230 "-" "SCO6656"
"6707" 7392553 7394136 1584 "-" "SCO6657"
"6708" 7394148 7395029 882 "-" "SCO6658"
"6709" 7395031 7396683 1653 "-" "SCO6659"
"6710" 7396676 7397611 936 "-" "SCO6660"
"6711" 7397608 7399386 1779 "-" "SCO6661"
"6712" 7399383 7400528 1146 "-" "SCO6662"
"6713" 7400592 7402688 2097 "-" "SCO6663"
"6714" 7402846 7403751 906 "+" "SCO6664"
"6715" 7403831 7405231 1401 "-" "SCO6665"
"6716" 7405534 7407651 2118 "-" "SCO6666"
"6717" 7407798 7408466 669 "-" "SCO6667"
"6718" 7408463 7409680 1218 "-" "SCO6668"
"6719" 7409712 7410506 795 "-" "SCO6669"
"6720" 7410645 7411970 1326 "+" "SCO6670"
"6721" 7411963 7413129 1167 "-" "SCO6671"
"6722" 7413412 7414299 888 "+" "SCO6672"
"6723" 7414296 7414976 681 "+" "SCO6673"
"6724" 7414995 7415231 237 "-" "SCO6674"
"6725" 7415327 7415983 657 "-" "SCO6675"
"6726" 7416168 7416875 708 "+" "SCO6676"
"6727" 7416767 7417309 543 "-" "SCO6677"
"6728" 7417332 7418273 942 "-" "SCO6678"
"6729" 7418270 7418440 171 "-" "SCO6679"
"6730" 7418437 7419516 1080 "-" "SCO6680"
"6731" 7419664 7422456 2793 "+" "SCO6681"
"6732" 7422494 7422622 129 "+" "SCO6682"
"6733" 7422658 7424568 1911 "+" "SCO6683"
"6734" 7424565 7426391 1827 "+" "SCO6684"
"6735" 7426396 7427004 609 "-" "SCO6685"
"6736" 7427533 7428411 879 "+" "SCO6686"
"6737" 7428452 7433488 5037 "+" "SCO6687"
"6738" 7433569 7437084 3516 "+" "SCO6688"
"6739" 7437081 7438847 1767 "+" "SCO6689"
"6740" 7438926 7440206 1281 "-" "SCO6690"
"6741" 7440399 7442462 2064 "+" "SCO6691"
"6742" 7442516 7443469 954 "-" "SCO6692"
"6743" 7443466 7444281 816 "-" "SCO6693"
"6744" 7444457 7445071 615 "+" "SCO6694"
"6745" 7445240 7446283 1044 "-" "SCO6695"
"6746" 7446559 7449240 2682 "+" "SCO6696"
"6747" 7449267 7450394 1128 "-" "SCO6697"
"6748" 7450391 7451755 1365 "-" "SCO6698"
"6749" 7451752 7452357 606 "-" "SCO6699"
"6750" 7452364 7453137 774 "-" "SCO6700"
"6751" 7453156 7454358 1203 "-" "SCO6701"
"6752" 7454355 7455008 654 "-" "SCO6702"
"6753" 7455008 7455790 783 "-" "SCO6703"
"6754" 7456000 7456464 465 "+" "SCO6704"
"6755" 7456480 7457457 978 "-" "SCO6705"
"6756" 7457668 7458858 1191 "+" "SCO6706"
"6757" 7458874 7459941 1068 "-" "SCO6707"
"6758" 7460154 7460492 339 "+" "SCO6708"
"6759" 7460584 7461609 1026 "+" "SCO6709"
"6760" 7461626 7463815 2190 "-" "SCO6710"
"6761" 7463830 7466175 2346 "-" "SCO6711"
"6762" 7466508 7467539 1032 "+" "SCO6712"
"6763" 7467726 7468784 1059 "+" "SCO6713"
"6764" 7468890 7469681 792 "-" "SCO6714"
"6765" 7469875 7470120 246 "+" "SCO6715"
"6766" 7470453 7470647 195 "+" "SCO6716"
"6767" 7470692 7471678 987 "-" "SCO6717"
"6768" 7471875 7472651 777 "-" "SCO6718"
"6769" 7472768 7475026 2259 "-" "SCO6719"
"6770" 7475037 7476671 1635 "-" "SCO6720"
"6771" 7476734 7477642 909 "+" "SCO6721"
"6772" 7477705 7478121 417 "-" "SCO6722"
"6773" 7478448 7479494 1047 "+" "SCO6723"
"6774" 7479567 7479896 330 "+" "SCO6724"
"6775" 7479906 7480202 297 "-" "SCO6725"
"6776" 7480244 7480945 702 "+" "SCO6726"
"6777" 7480933 7481103 171 "-" "SCO6727"
"6778" 7481296 7481442 147 "+" "SCO6728"
"6779" 7481508 7482698 1191 "-" "SCO6729"
"6780" 7482906 7484102 1197 "+" "SCO6730"
"6781" 7484114 7485328 1215 "+" "SCO6731"
"6782" 7485381 7487561 2181 "+" "SCO6732"
"6783" 7487571 7488326 756 "-" "SCO6733"
"6784" 7488549 7490018 1470 "+" "SCO6734"
"6785" 7490061 7490546 486 "+" "SCO6735"
"6786" 7490559 7492079 1521 "-" "SCO6736"
"6787" 7492215 7492493 279 "+" "SCO6737"
"6788" 7492490 7493788 1299 "+" "SCO6738"
"6789" 7493869 7495605 1737 "+" "SCO6739"
"6790" 7495638 7496600 963 "-" "SCO6740"
"6791" 7496667 7497704 1038 "+" "SCO6741"
"6792" 7497718 7499361 1644 "+" "SCO6742"
"6793" 7499508 7501850 2343 "-" "SCO6743"
"6794" 7501897 7502100 204 "+" "SCO6744"
"6795" 7502204 7503082 879 "-" "SCO6745"
"6796" 7503189 7504166 978 "+" "SCO6746"
"6797" 7504216 7504851 636 "+" "SCO6747"
"6798" 7504838 7505611 774 "-" "SCO6748"
"6799" 7505756 7506241 486 "+" "SCO6749"
"6800" 7506308 7506901 594 "-" "SCO6750"
"6801" 7507178 7508116 939 "-" "SCO6751"
"6802" 7508594 7510411 1818 "+" "SCO6752"
"6803" 7510408 7511160 753 "+" "SCO6753"
"6804" 7511187 7512209 1023 "+" "SCO6754"
"6805" 7512283 7512966 684 "+" "SCO6755"
"6806" 7512975 7513847 873 "+" "SCO6756"
"6807" 7513947 7514876 930 "+" "SCO6757"
"6808" 7514896 7515657 762 "+" "SCO6758"
"6809" 7516017 7516928 912 "+" "SCO6759"
"6810" 7516937 7517875 939 "+" "SCO6760"
"6811" 7517875 7518033 159 "+" "SCO6761"
"6812" 7518030 7519466 1437 "+" "SCO6762"
"6813" 7519463 7520599 1137 "+" "SCO6763"
"6814" 7520716 7522758 2043 "+" "SCO6764"
"6815" 7522758 7523399 642 "+" "SCO6765"
"6816" 7523406 7524428 1023 "+" "SCO6766"
"6817" 7524433 7525587 1155 "+" "SCO6767"
"6818" 7525613 7527583 1971 "+" "SCO6768"
"6819" 7527584 7528969 1386 "+" "SCO6769"
"6820" 7529043 7529657 615 "+" "SCO6770"
"6821" 7529654 7529773 120 "+" "SCO6771"
"6822" 7529795 7530658 864 "-" "SCO6772"
"6823" 7531179 7532117 939 "+" "SCO6773"
"6824" 7532361 7533146 786 "+" "SCO6774"
"6825" 7533249 7533869 621 "-" "SCO6775"
"6826" 7534102 7535214 1113 "+" "SCO6776"
"6827" 7535353 7536285 933 "-" "SCO6777"
"6828" 7536362 7537048 687 "-" "SCO6778"
"6829" 7537178 7537378 201 "-" "SCO6779"
"6830" 7537508 7538713 1206 "+" "SCO6780"
"6831" 7538739 7539953 1215 "-" "SCO6781"
"6832" 7540064 7541155 1092 "-" "SCO6782"
"6833" 7541152 7541619 468 "-" "SCO6783"
"6834" 7541642 7542313 672 "-" "SCO6784"
"6835" 7542559 7543722 1164 "+" "SCO6785"
"6836" 7543722 7544747 1026 "+" "SCO6786"
"6837" 7544744 7545892 1149 "+" "SCO6787"
"6838" 7545965 7547179 1215 "+" "SCO6788"
"6839" 7547223 7549424 2202 "+" "SCO6789"
"6840" 7549461 7551299 1839 "+" "SCO6790"
"6841" 7551380 7552519 1140 "-" "SCO6791"
"6842" 7552594 7553190 597 "+" "SCO6792"
"6843" 7553214 7554719 1506 "-" "SCO6793"
"6844" 7555369 7557321 1953 "+" "SCO6794"
"6845" 7557438 7557872 435 "+" "SCO6795"
"6846" 7557869 7558249 381 "+" "SCO6796"
"6847" 7558302 7558856 555 "+" "SCO6797"
"6848" 7558853 7559428 576 "+" "SCO6798"
"6849" 7559630 7560658 1029 "+" "SCO6799"
"6850" 7560698 7561891 1194 "+" "SCO6800"
"6851" 7561923 7562825 903 "+" "SCO6801"
"6852" 7562872 7563450 579 "+" "SCO6802"
"6853" 7563447 7563992 546 "+" "SCO6803"
"6854" 7563999 7564382 384 "+" "SCO6804"
"6855" 7564533 7565837 1305 "+" "SCO6805"
"6856" 7566130 7567347 1218 "-" "SCO6806"
"6857" 7568251 7570044 1794 "-" "SCO6807"
"6858" 7570606 7570968 363 "-" "SCO6808"
"6859" 7571107 7572336 1230 "-" "SCO6809"
"6860" 7572343 7572801 459 "-" "SCO6810"
"6861" 7572869 7574263 1395 "-" "SCO6811"
"6862" 7574420 7574779 360 "+" "SCO6812"
"6863" 7574897 7575238 342 "+" "SCO6813"
"6864" 7575359 7576030 672 "-" "SCO6814"
"6865" 7576036 7577847 1812 "-" "SCO6815"
"6866" 7577851 7578723 873 "-" "SCO6816"
"6867" 7579044 7579403 360 "-" "SCO6817"
"6868" 7579400 7580935 1536 "-" "SCO6818"
"6869" 7580932 7582254 1323 "-" "SCO6819"
"6870" 7582309 7584639 2331 "-" "SCO6820"
"6871" 7584942 7585664 723 "-" "SCO6821"
"6872" 7586410 7587975 1566 "+" "SCO6822"
"6873" 7587993 7588445 453 "+" "SCO6823"
"6874" 7588532 7589635 1104 "-" "SCO6824"
"6875" 7589632 7590327 696 "-" "SCO6825"
"6876" 7590412 7591452 1041 "-" "SCO6826"
"6877" 7591479 7598555 7077 "-" "SCO6827"
"6878" 7599249 7600730 1482 "+" "SCO6828"
"6879" 7600790 7601569 780 "-" "SCO6829"
"6880" 7601654 7602007 354 "+" "SCO6830"
"6881" 7602498 7602773 276 "+" "SCO6831"
"6882" 7602829 7604424 1596 "+" "SCO6832"
"6883" 7604468 7604947 480 "+" "SCO6833"
"6884" 7605261 7606241 981 "-" "SCO6834"
"6885" 7606238 7606651 414 "-" "SCO6835"
"6886" 7606744 7607052 309 "+" "SCO6836"
"6887" 7607049 7608155 1107 "+" "SCO6837"
"6888" 7608214 7609278 1065 "+" "SCO6838"
"6889" 7609452 7610765 1314 "-" "SCO6839"
"6890" 7610762 7612807 2046 "-" "SCO6840"
"6891" 7613335 7614387 1053 "+" "SCO6841"
"6892" 7614564 7615928 1365 "-" "SCO6842"
"6893" 7615994 7617112 1119 "-" "SCO6843"
"6894" 7617112 7618383 1272 "-" "SCO6844"
"6895" 7618380 7619000 621 "-" "SCO6845"
"6896" 7619557 7619880 324 "-" "SCO6846"
"6897" 7620290 7620910 621 "-" "SCO6847"
"6898" 7621003 7621461 459 "-" "SCO6848"
"6899" 7621458 7623185 1728 "-" "SCO6849"
"6900" 7623285 7624064 780 "-" "SCO6850"
"6901" 7624067 7624633 567 "-" "SCO6851"
"6902" 7624664 7625485 822 "-" "SCO6852"
"6903" 7625557 7625841 285 "+" "SCO6853"
"6904" 7625857 7626660 804 "-" "SCO6854"
"6905" 7626657 7627040 384 "-" "SCO6855"
"6906" 7627477 7628124 648 "-" "SCO6856"
"6907" 7628121 7628879 759 "-" "SCO6857"
"6908" 7628905 7629609 705 "-" "SCO6858"
"6909" 7629623 7630453 831 "-" "SCO6859"
"6910" 7630450 7630887 438 "-" "SCO6860"
"6911" 7631006 7632703 1698 "-" "SCO6861"
"6912" 7632712 7633056 345 "-" "SCO6862"
"6913" 7633190 7633819 630 "-" "SCO6863"
"6914" 7633888 7635678 1791 "-" "SCO6864"
"6915" 7635675 7636883 1209 "-" "SCO6865"
"6916" 7637267 7638457 1191 "-" "SCO6866"
"6917" 7638454 7638912 459 "-" "SCO6867"
"6918" 7638950 7640056 1107 "-" "SCO6868"
"6919" 7640049 7640792 744 "-" "SCO6869"
"6920" 7640844 7641461 618 "-" "SCO6870"
"6921" 7641501 7642568 1068 "-" "SCO6871"
"6922" 7642591 7643502 912 "-" "SCO6872"
"6923" 7643492 7643734 243 "-" "SCO6873"
"6924" 7643807 7644442 636 "-" "SCO6874"
"6925" 7644396 7644821 426 "-" "SCO6875"
"6926" 7644900 7645406 507 "-" "SCO6876"
"6927" 7645403 7646185 783 "-" "SCO6877"
"6928" 7646264 7647787 1524 "-" "SCO6878"
"6929" 7647816 7648277 462 "-" "SCO6879"
"6930" 7648378 7649820 1443 "-" "SCO6880"
"6931" 7649943 7651331 1389 "-" "SCO6881"
"6932" 7651368 7652060 693 "-" "SCO6882"
"6933" 7652060 7652374 315 "-" "SCO6883"
"6934" 7652497 7653630 1134 "-" "SCO6884"
"6935" 7654146 7654901 756 "+" "SCO6885"
"6936" 7655068 7655703 636 "+" "SCO6886"
"6937" 7655700 7656185 486 "+" "SCO6887"
"6938" 7656204 7656902 699 "+" "SCO6888"
"6939" 7656920 7657660 741 "+" "SCO6889"
"6940" 7657809 7658258 450 "+" "SCO6890"
"6941" 7658251 7658733 483 "+" "SCO6891"
"6942" 7658730 7659212 483 "+" "SCO6892"
"6943" 7659287 7659598 312 "+" "SCO6893"
"6944" 7659639 7660481 843 "+" "SCO6894"
